"web_words","hunspell_stem","hunspell_time","porter_stem","porter_time","rslp_stem","rslp_time","truncation_3","truncation_4","truncation_5","truncation_6","truncation_7","truncation_8"
"administração","administração",0.0666649341583252,"administr",0.00986266136169434,"administr",0.0189511775970459,"adm","admi","admin","admini","adminis","administ"
"alvalade","alvalade",0.130170345306396,"alvalad",0.0107564926147461,"alvalad",0.0278356075286865,"alv","alva","alval","alvala","alvalad","alvalade"
"aves","ave",0.187066316604614,"aves",0.0116057395935059,"ave",0.0365738868713379,"ave","aves","aves","aves","aves","aves"
"barcelona","barcelona",0.244873523712158,"barcelon",0.0124878883361816,"barcel",0.0462591648101807,"bar","barc","barce","barcel","barcelo","barcelon"
"belenenses","belenense",0.309242963790894,"belenens",0.0133280754089355,"belen",0.0545094013214111,"bel","bele","belen","belene","belenen","belenens"
"bruno","brunir",0.367321729660034,"brun",0.014143705368042,"brun",0.0629057884216309,"bru","brun","bruno","bruno","bruno","bruno"
"cinema","cinema",0.424615383148193,"cinem",0.0149617195129395,"cinem",0.0715594291687012,"cin","cine","cinem","cinema","cinema","cinema"
"deus","deus",0.516884565353394,"deus",0.0166225433349609,"deu",0.081052303314209,"deu","deus","deus","deus","deus","deus"
"dragão","dragão",0.5740065574646,"dragã",0.0174472332000732,"drag",0.0894744396209717,"dra","drag","dragã","dragão","dragão","dragão"
"figueira","figueira",0.696280241012573,"figueir",0.0195391178131104,"figu",0.0978271961212158,"fig","figu","figue","figuei","figueir","figueira"
"filipe","filipar",0.754025220870972,"filip",0.0203816890716553,"filip",0.106596946716309,"fil","fili","filip","filipe","filipe","filipe"
"finanças","finança",0.817525863647461,"financ",0.0212037563323975,"financ",0.116443634033203,"fin","fina","finan","finanç","finança","finanças"
"jardim","jardim",0.874641895294189,"jardim",0.0220568180084229,"jardim",0.12517237663269,"jar","jard","jardi","jardim","jardim","jardim"
"lux","lux",0.937940359115601,"lux",0.0228588581085205,"lux",0.133618593215942,"lux","lux","lux","lux","lux","lux"
"lage","lage",0.995223999023438,"lag",0.0236737728118896,"lag",0.142112731933594,"lag","lage","lage","lage","lage","lage"
"luz","luzir",1.05241131782532,"luz",0.0244810581207275,"luz",0.15067195892334,"luz","luz","luz","luz","luz","luz"
"madeira","madeirar",1.11584162712097,"madeir",0.0253007411956787,"mad",0.158895015716553,"mad","made","madei","madeir","madeira","madeira"
"melhor","melhor",1.17266345024109,"melhor",0.0261185169219971,"melhor",0.167079210281372,"mel","melh","melho","melhor","melhor","melhor"
"navegue","navegar",1.22965145111084,"naveg",0.0269334316253662,"naveg",0.175474882125854,"nav","nave","naveg","navegu","navegue","navegue"
"ocidente","ocidente",1.29304027557373,"ocident",0.0277690887451172,"ocid",0.183894634246826,"oci","ocid","ocide","ociden","ocident","ocidente"
"oriente","orientar",1.35002136230469,"orient",0.0285930633544922,"orient",0.194165468215942,"ori","orie","orien","orient","oriente","oriente"
"qualquer","qualquer",1.40694737434387,"qualqu",0.0294094085693359,"qualqu",0.203006982803345,"qua","qual","qualq","qualqu","qualque","qualquer"
"queremos","querer",1.47025632858276,"quer",0.0302324295043945,"quer",0.21345853805542,"que","quer","quere","querem","queremo","queremos"
"relativamente","relativos",1.55626678466797,"relat",0.0317609310150146,"relativ",0.223636150360107,"rel","rela","relat","relati","relativ","relativa"
"sanem","sanar",1.62008094787598,"san",0.0325860977172852,"san",0.232772588729858,"san","sane","sanem","sanem","sanem","sanem"
"todas","todo",1.73658585548401,"tod",0.0346856117248535,"tod",0.263281345367432,"tod","toda","todas","todas","todas","todas"
"twitter","twitter",1.80604934692383,"twitt",0.0355079174041748,"twitt",0.271416425704956,"twi","twit","twitt","twitte","twitter","twitter"
"abrir","abrir",1.86465716362,"abrir",0.0363287925720215,"abr",0.279906749725342,"abr","abri","abrir","abrir","abrir","abrir"
"acompanhado","acompanhar",1.92957878112793,"acompanh",0.0371403694152832,"acompanh",0.287516832351685,"aco","acom","acomp","acompa","acompan","acompanh"
"admitiu","admitir",1.98675966262817,"admit",0.0379660129547119,"admit",0.295773983001709,"adm","admi","admit","admiti","admitiu","admitiu"
"agendado","agendar",2.04379725456238,"agend",0.038799524307251,"agend",0.305520296096802,"age","agen","agend","agenda","agendad","agendado"
"anteriores","anterior",2.10708713531494,"anterior",0.0396146774291992,"anteri",0.31714653968811,"ant","ante","anter","anteri","anterio","anterior"
"anunciar","nunciar",2.16397213935852,"anunc",0.0404496192932129,"anunci",0.325144290924072,"anu","anun","anunc","anunci","anuncia","anunciar"
"aplicação","plicação",2.22131085395813,"aplic",0.0412681102752686,"aplic",0.332592248916626,"apl","apli","aplic","aplica","aplicaç","aplicaçã"
"arranca","arrancar",2.28469610214233,"arranc",0.0420870780944824,"arranc",0.341106414794922,"arr","arra","arran","arranc","arranca","arranca"
"assegurou","assegurar",2.3419930934906,"assegur",0.0429084300994873,"assegur",0.349393129348755,"ass","asse","asseg","assegu","assegur","asseguro"
"assunto","assuntar",2.39931011199951,"assunt",0.0437357425689697,"assunt",0.357739210128784,"ass","assu","assun","assunt","assunto","assunto"
"atingir","tingir",2.46256685256958,"ating",0.0445539951324463,"ating",0.365835905075073,"ati","atin","ating","atingi","atingir","atingir"
"avaliação","avaliação",2.51969861984253,"avali",0.0453779697418213,"avali",0.373312711715698,"ava","aval","avali","avalia","avaliaç","avaliaçã"
"bater","bater",2.58249831199646,"bat",0.0461878776550293,"bat",0.38109827041626,"bat","bate","bater","bater","bater","bater"
"belgas","belga",2.63985371589661,"belg",0.0470030307769775,"belg",0.390755176544189,"bel","belg","belga","belgas","belgas","belgas"
"candidatos","candidatos",2.6968686580658,"candidat",0.0478456020355225,"candidat",0.400490283966064,"can","cand","candi","candid","candida","candidat"
"candidatura","candidatura",2.76126646995544,"candidatur",0.0486927032470703,"candidat",0.407849073410034,"can","cand","candi","candid","candida","candidat"
"causou","causar",2.81868815422058,"caus",0.04958176612854,"caus",0.416167974472046,"cau","caus","causo","causou","causou","causou"
"cereais","cereal",2.87585473060608,"cer",0.0504014492034912,"cere",0.424088001251221,"cer","cere","cerea","cereai","cereais","cereais"
"cima","cimo",2.93920421600342,"cim",0.0512137413024902,"cim",0.433029651641846,"cim","cima","cima","cima","cima","cima"
"companhia","companhia",2.99632000923157,"companh",0.0520684719085693,"companh",0.441682815551758,"com","comp","compa","compan","companh","companhi"
"condutores","condutor",3.05337142944336,"condutor",0.0528926849365234,"condu",0.449652433395386,"con","cond","condu","condut","conduto","condutor"
"conhecida","conhecer",3.11666107177734,"conhec",0.0537548065185547,"conhec",0.45738697052002,"con","conh","conhe","conhec","conheci","conhecid"
"consequências","consequência",3.17388319969177,"consequent",0.054591178894043,"consequ",0.465985298156738,"con","cons","conse","conseq","consequ","consequê"
"considera","considerar",3.2310254573822,"consid",0.0554428100585938,"consid",0.474642992019653,"con","cons","consi","consid","conside","consider"
"crimes","crime",3.29428958892822,"crim",0.0562629699707031,"crim",0.48360538482666,"cri","crim","crime","crimes","crimes","crimes"
"câmara","câmara",3.35130023956299,"câm",0.0570833683013916,"cam",0.493306636810303,"câm","câma","câmar","câmara","câmara","câmara"
"descobrir","cobrir",3.41454410552979,"descobr",0.0579144954681396,"descobr",0.502004146575928,"des","desc","desco","descob","descobr","descobri"
"desse","dar",3.47202301025391,"dess",0.0587337017059326,"dess",0.510392904281616,"des","dess","desse","desse","desse","desse"
"dificuldade","dificuldade",3.52904152870178,"dificuldad",0.0595688819885254,"dificuldad",0.51863956451416,"dif","difi","dific","dificu","dificul","dificuld"
"disco","discar",3.59259581565857,"disc",0.0603997707366943,"disc",0.527464151382446,"dis","disc","disco","disco","disco","disco"
"disposição","disposição",3.64960622787476,"disposiçã",0.0612392425537109,"dispos",0.534759521484375,"dis","disp","dispo","dispos","disposi","disposiç"
"distrito","distrito",3.70663046836853,"distrit",0.0620596408843994,"distrit",0.543147087097168,"dis","dist","distr","distri","distrit","distrito"
"diário","diário",3.77080035209656,"diári",0.0628807544708252,"diari",0.551740407943726,"diá","diár","diári","diário","diário","diário"
"encerramento","encerrar",3.82786107063293,"encerr",0.0637233257293701,"encerr",0.55888295173645,"enc","ence","encer","encerr","encerra","encerram"
"encontra","encontrar",3.88485789299011,"encontr",0.0645525455474854,"encontr",0.567492723464966,"enc","enco","encon","encont","encontr","encontra"
"encontrada","encontrar",3.9482364654541,"encontr",0.0653762817382812,"encontr",0.57548975944519,"enc","enco","encon","encont","encontr","encontra"
"encontrado","encontrar",4.00533151626587,"encontr",0.0662391185760498,"encontr",0.582636833190918,"enc","enco","encon","encont","encontr","encontra"
"entrou","entrar",4.06853938102722,"entrou",0.0670585632324219,"entr",0.590720653533936,"ent","entr","entro","entrou","entrou","entrou"
"escolha","escolho",4.12577199935913,"escolh",0.0678977966308594,"escolh",0.599465608596802,"esc","esco","escol","escolh","escolha","escolha"
"escreveu","escrever",4.18271064758301,"escrev",0.0687129497528076,"escrev",0.607822418212891,"esc","escr","escre","escrev","escreve","escreveu"
"especialistas","especial",4.24609017372131,"especial",0.0695502758026123,"especi",0.615885257720947,"esp","espe","espec","especi","especia","especial"
"esperança","esperançar",4.30308938026428,"esperanc",0.0703959465026855,"esperanc",0.639203310012817,"esp","espe","esper","espera","esperan","esperanç"
"estudar","estudar",4.3600389957428,"estud",0.0712168216705322,"estud",0.647539138793945,"est","estu","estud","estuda","estudar","estudar"
"exército","exército",4.42339944839478,"exércit",0.0720524787902832,"exercit",0.656568765640259,"exé","exér","exérc","exérci","exércit","exército"
"factos","facto",4.48108959197998,"fact",0.072885274887085,"fact",0.66550612449646,"fac","fact","facto","factos","factos","factos"
"falou","falar",4.53816843032837,"fal",0.0737311840057373,"fal",0.673118829727173,"fal","falo","falou","falou","falou","falou"
"fechar","fechar",4.60146641731262,"fech",0.0745699405670166,"fech",0.681326627731323,"fec","fech","fecha","fechar","fechar","fechar"
"financiamento","financiar",4.65846014022827,"financ",0.0754091739654541,"financ",0.688414812088013,"fin","fina","finan","financ","financi","financia"
"golfe","golfar",4.72203493118286,"golf",0.0762484073638916,"golf",0.696669578552246,"gol","golf","golfe","golfe","golfe","golfe"
"humanos","humano",4.77926349639893,"human",0.0770869255065918,"human",0.705492496490479,"hum","huma","human","humano","humanos","humanos"
"idades","idade",4.83626818656921,"idad",0.077923059463501,"idad",0.714750528335571,"ida","idad","idade","idades","idades","idades"
"igual","igual",4.89948964118958,"igual",0.0787620544433594,"igual",0.722622871398926,"igu","igua","igual","igual","igual","igual"
"imposto","impor",4.95678472518921,"impost",0.0795993804931641,"impost",0.731332063674927,"imp","impo","impos","impost","imposto","imposto"
"inglês","inglês",5.01380348205566,"inglês",0.080451488494873,"ingl",0.740935087203979,"ing","ingl","inglê","inglês","inglês","inglês"
"instituição","instituição",5.07710409164429,"instituiçã",0.0813126564025879,"institu",0.75017786026001,"ins","inst","insti","instit","institu","institui"
"juntamente","juntos",5.13413882255554,"junt",0.0890395641326904,"junt",0.75914740562439,"jun","junt","junta","juntam","juntame","juntamen"
"lectivo","lectivo",5.19108581542969,"lectiv",0.0900795459747314,"lect",0.766668319702148,"lec","lect","lecti","lectiv","lectivo","lectivo"
"milhão","milhão",5.317462682724,"milhã",0.090904712677002,"milha",0.775100708007812,"mil","milh","milhã","milhão","milhão","milhão"
"minuto","minutar",5.37375807762146,"minut",0.0917224884033203,"minut",0.784064531326294,"min","minu","minut","minuto","minuto","minuto"
"modelo","modelar",5.43641066551208,"model",0.0925331115722656,"model",0.792943954467773,"mod","mode","model","modelo","modelo","modelo"
"músico","músico",5.49292707443237,"músic",0.0933442115783691,"music",0.801520586013794,"mús","músi","músic","músico","músico","músico"
"naquele","naquele",5.54925107955933,"naquel",0.094158411026001,"naquel",0.809875249862671,"naq","naqu","naque","naquel","naquele","naquele"
"negativo","negativar",5.61176133155823,"negat",0.0949580669403076,"nega",0.816948413848877,"neg","nega","negat","negati","negativ","negativo"
"palavra","palavrar",5.69684219360352,"palavr",0.0965876579284668,"palavr",0.825960874557495,"pal","pala","palav","palavr","palavra","palavra"
"palco","palco",5.76153230667114,"palc",0.097400426864624,"palc",0.834609508514404,"pal","palc","palco","palco","palco","palco"
"parcial","parcial",5.81893467903137,"parcial",0.0982134342193604,"parc",0.841932773590088,"par","parc","parci","parcia","parcial","parcial"
"passagem","passagem",5.87633323669434,"passag",0.0990283489227295,"pass",0.848870515823364,"pas","pass","passa","passag","passage","passagem"
"passam","passar",5.93963742256165,"pass",0.0998470783233643,"pass",0.856743574142456,"pas","pass","passa","passam","passam","passam"
"passaram","passar",5.99610185623169,"pass",0.10064959526062,"pass",0.864968299865723,"pas","pass","passa","passar","passara","passaram"
"policial","policial",6.05254244804382,"policial",0.101460218429565,"polic",0.871841430664062,"pol","poli","polic","polici","policia","policial"
"poucos","pouco",6.11565327644348,"pouc",0.102270126342773,"pouc",0.880980968475342,"pou","pouc","pouco","poucos","poucos","poucos"
"praticamente","prático",6.17240142822266,"pratic",0.103082656860352,"pratic",0.889766216278076,"pra","prat","prati","pratic","pratica","praticam"
"procuram","curar",6.2289662361145,"procur",0.103907823562622,"procur",0.897821187973022,"pro","proc","procu","procur","procura","procuram"
"provavelmente","provável",6.29159212112427,"provavel",0.104723930358887,"prova",0.905432939529419,"pro","prov","prova","provav","provave","provavel"
"quadro","quadrar",6.34790945053101,"quadr",0.105535745620728,"quadr",0.913783550262451,"qua","quad","quadr","quadro","quadro","quadro"
"reabertura","reabertura",6.4048810005188,"reabertur",0.106351137161255,"reabert",0.921043872833252,"rea","reab","reabe","reaber","reabert","reabertu"
"reduzir","duzir",6.4672520160675,"reduz",0.107156276702881,"reduz",0.929299116134644,"red","redu","reduz","reduzi","reduzir","reduzir"
"representam","presentar",6.52366805076599,"represent",0.107982158660889,"represent",0.937395811080933,"rep","repr","repre","repres","represe","represen"
"respostas","respostar",6.58626627922058,"respost",0.108798503875732,"respost",0.947495698928833,"res","resp","respo","respos","respost","resposta"
"revelam","velar",6.64272928237915,"revel",0.109607934951782,"revel",0.956093549728394,"rev","reve","revel","revela","revelam","revelam"
"secretário","secretário",6.69908738136292,"secretári",0.110438585281372,"secret",0.963179349899292,"sec","secr","secre","secret","secretá","secretár"
"sector","sector",6.76411294937134,"sector",0.111251831054688,"sec",0.969995260238647,"sec","sect","secto","sector","sector","sector"
"setores","setor",6.8205828666687,"setor",0.112075090408325,"set",0.978755950927734,"set","seto","setor","setore","setores","setores"
"seção","seção",6.87861967086792,"seçã",0.112903118133545,"sec",0.989372730255127,"seç","seçã","seção","seção","seção","seção"
"suspeitos","suspeitos",6.94137740135193,"suspeit",0.11371922492981,"suspeit",1.01540994644165,"sus","susp","suspe","suspei","suspeit","suspeito"
"tais","tal",6.99785876274109,"tais",0.114525318145752,"tal",1.02486300468445,"tai","tais","tais","tais","tais","tais"
"tendência","tendência",7.08984708786011,"tendênc",0.116054534912109,"tend",1.03279089927673,"ten","tend","tendê","tendên","tendênc","tendênci"
"termina","terminar",7.15531659126282,"termin",0.116878032684326,"termin",1.0418746471405,"ter","term","termi","termin","termina","termina"
"testemunhas","testemunhar",7.21269559860229,"testemunh",0.117707014083862,"testemunh",1.0514223575592,"tes","test","teste","testem","testemu","testemun"
"tido","ter",7.27610754966736,"tid",0.118515491485596,"tid",1.05978488922119,"tid","tido","tido","tido","tido","tido"
"tornar","tornar",7.33307409286499,"torn",0.119323968887329,"torn",1.06823897361755,"tor","torn","torna","tornar","tornar","tornar"
"transfronteiriços","transfronteiriço",7.39042925834656,"transfronteiric",0.120172500610352,"transfronteiric",1.07815599441528,"tra","tran","trans","transf","transfr","transfro"
"troféu","troféu",7.45346069335938,"troféu",0.120984315872192,"trofeu",1.08672547340393,"tro","trof","trofé","troféu","troféu","troféu"
"utilização","utilização",7.51060557365417,"utiliz",0.121804237365723,"utiliz",1.09474420547485,"uti","util","utili","utiliz","utiliza","utilizaç"
"veículos","veículo",7.57405114173889,"veícul",0.122703075408936,"veicul",1.10411047935486,"veí","veíc","veícu","veícul","veículo","veículos"
"viagem","viagem",7.63115119934082,"viag",0.123522758483887,"viag",1.11300563812256,"via","viag","viage","viagem","viagem","viagem"
"vigilância","vigilância",7.68838930130005,"vigil",0.124360084533691,"vigil",1.12033200263977,"vig","vigi","vigil","vigilâ","vigilân","vigilânc"
"vir","ver",7.75264096260071,"vir",0.125167846679688,"vir",1.12908458709717,"vir","vir","vir","vir","vir","vir"
"dragões","dragão",7.80919170379639,"dragõ",0.125985622406006,"drag",1.13820338249207,"dra","drag","dragõ","dragõe","dragões","dragões"
"encarnados","encarnar",7.86558246612549,"encarn",0.126800060272217,"encarn",1.14626836776733,"enc","enca","encar","encarn","encarna","encarnad"
"camões","camão",7.95674061775208,"camõ",0.128288507461548,"cam",1.15622329711914,"cam","camõ","camõe","camões","camões","camões"
"economia","economia",8.04308080673218,"econom",0.129744291305542,"econom",1.16522789001465,"eco","econ","econo","econom","economi","economia"
"fola","fole",8.10647392272949,"fol",0.130558490753174,"fol",1.17448544502258,"fol","fola","fola","fola","fola","fola"
"grande","grande",8.16364598274231,"grand",0.131373643875122,"grand",1.18307113647461,"gra","gran","grand","grande","grande","grande"
"latina","latinar",8.28478455543518,"latin",0.13344931602478,"latin",1.19210410118103,"lat","lati","latin","latina","latina","latina"
"ouro","ourar",8.40567135810852,"our",0.135504245758057,"our",1.20084834098816,"our","ouro","ouro","ouro","ouro","ouro"
"palácio","palácio",8.46275162696838,"paláci",0.136337995529175,"palaci",1.20932006835938,"pal","palá","palác","paláci","palácio","palácio"
"ricardo","ricardo",8.55518913269043,"ricard",0.137773513793945,"ricard",1.2184898853302,"ric","rica","ricar","ricard","ricardo","ricardo"
"sala","salo",8.61230945587158,"sal",0.138599395751953,"sal",1.22791934013367,"sal","sala","sala","sala","sala","sala"
"setúbal","setúbal",8.66967105865479,"setúbal",0.139433622360229,"setub",1.23496055603027,"set","setú","setúb","setúba","setúbal","setúbal"
"vieira","vieiro",8.77203631401062,"vieir",0.140884876251221,"vieir",1.24606490135193,"vie","viei","vieir","vieira","vieira","vieira"
"alertou","alertar",8.8609607219696,"alert",0.142333745956421,"alert",1.2551486492157,"ale","aler","alert","alerto","alertou","alertou"
"aponta","apontar",8.92508435249329,"apont",0.143152236938477,"apont",1.26385498046875,"apo","apon","apont","aponta","aponta","aponta"
"apresentou","apresentar",8.98314785957336,"apresent",0.143975257873535,"apresent",1.27157855033875,"apr","apre","apres","aprese","apresen","apresent"
"aproveitar","aproveitar",9.04068565368652,"aproveit",0.144793272018433,"aprove",1.27986907958984,"apr","apro","aprov","aprove","aprovei","aproveit"
"artistas","arte",9.10394716262817,"artist",0.145602703094482,"artist",1.28995013237,"art","arti","artis","artist","artista","artistas"
"assegurar","segurar",9.16201949119568,"assegur",0.146423816680908,"assegur",1.2981436252594,"ass","asse","asseg","assegu","assegur","assegura"
"atitude","atitude",9.22578859329224,"atitud",0.147239923477173,"atitud",1.30678987503052,"ati","atit","atitu","atitud","atitude","atitude"
"bebé","bebé",9.28329348564148,"beb",0.148067951202393,"bebe",1.31481385231018,"beb","bebé","bebé","bebé","bebé","bebé"
"bens","bem",9.34063386917114,"bens",0.14887809753418,"bem",1.32546353340149,"ben","bens","bens","bens","bens","bens"
"brasileira","brasileiro",9.40437746047974,"brasileir",0.149699926376343,"brasil",1.33369135856628,"bra","bras","brasi","brasil","brasile","brasilei"
"cantora","cantor",9.52069902420044,"cantor",0.151817321777344,"can",1.34122920036316,"can","cant","canto","cantor","cantora","cantora"
"casamento","casar",9.58469796180725,"casament",0.152651786804199,"cas",1.34832978248596,"cas","casa","casam","casame","casamen","casament"
"centenas","centena",9.64234566688538,"centen",0.153481245040894,"centen",1.35789108276367,"cen","cent","cente","centen","centena","centenas"
"comercial","comercial",9.70008277893066,"comercial",0.154298305511475,"comerc",1.36519622802734,"com","come","comer","comerc","comerci","comercia"
"começam","começar",9.76448202133179,"comec",0.155117750167847,"comec",1.38755822181702,"com","come","começ","começa","começam","começam"
"começaram","começar",9.82172393798828,"comec",0.155942916870117,"comec",1.39626431465149,"com","come","começ","começa","começar","começara"
"consecutivo","consecutivo",9.87909746170044,"consecut",0.156763076782227,"consecu",1.40355944633484,"con","cons","conse","consec","consecu","consecut"
"contendo","conter",9.94286417961121,"cont",0.15758228302002,"cont",1.4116051197052,"con","cont","conte","conten","contend","contendo"
"contribuir","contribuir",10.0007774829865,"contribu",0.158399820327759,"contribu",1.41929197311401,"con","cont","contr","contri","contrib","contribu"
"conversa","converso",10.06471991539,"convers",0.159217596054077,"convers",1.42862820625305,"con","conv","conve","conver","convers","conversa"
"coração","coração",10.1512455940247,"coraçã",0.160791158676147,"coraca",1.43726253509521,"cor","cora","coraç","coraçã","coração","coração"
"danos","dano",10.2081792354584,"dan",0.16160249710083,"dan",1.4463050365448,"dan","dano","danos","danos","danos","danos"
"der","dar",10.2710082530975,"der",0.162416458129883,"der",1.4544665813446,"der","der","der","der","der","der"
"diploma","diplomar",10.3282325267792,"diplom",0.163240194320679,"diplom",1.46307182312012,"dip","dipl","diplo","diplom","diploma","diploma"
"direto","direto",10.391179561615,"diret",0.1640784740448,"diret",1.4717960357666,"dir","dire","diret","direto","direto","direto"
"discussão","discussão",10.4480655193329,"discussã",0.164904117584229,"discuss",1.48023819923401,"dis","disc","discu","discus","discuss","discussã"
"disputa","disputar",10.5051708221436,"disput",0.165720462799072,"disput",1.4887478351593,"dis","disp","dispu","disput","disputa","disputa"
"documentos","documentos",10.5680949687958,"document",0.166589498519897,"document",1.49960327148438,"doc","docu","docum","docume","documen","document"
"dores","dor",10.6250152587891,"dor",0.167401552200317,"dor",1.5084011554718,"dor","dore","dores","dores","dores","dores"
"duração","duração",10.6819643974304,"duraçã",0.168237686157227,"dur",1.51582932472229,"dur","dura","duraç","duraçã","duração","duração"
"dívida","dívida",10.7455363273621,"dív",0.169045209884644,"div",1.52381205558777,"dív","dívi","dívid","dívida","dívida","dívida"
"eleitoral","eleitoral",10.8025629520416,"eleitoral",0.169860363006592,"eleitor",1.53124594688416,"ele","elei","eleit","eleito","eleitor","eleitora"
"encontros","encontros",10.8595373630524,"encontr",0.17067551612854,"encontr",1.54089713096619,"enc","enco","encon","encont","encontr","encontro"
"escala","escalar",10.9226598739624,"escal",0.171484470367432,"escal",1.54988741874695,"esc","esca","escal","escala","escala","escala"
"esforço","esforçar",10.9797441959381,"esforc",0.17231822013855,"esforc",1.558354139328,"esf","esfo","esfor","esforç","esforço","esforço"
"exige","exigir",11.0427095890045,"exig",0.173128128051758,"exig",1.56703233718872,"exi","exig","exige","exige","exige","exige"
"falava","falar",11.0997352600098,"fal",0.1739342212677,"fal",1.57588863372803,"fal","fala","falav","falava","falava","falava"
"ferimentos","ferir",11.1567325592041,"feriment",0.17475700378418,"fer",1.58370137214661,"fer","feri","ferim","ferime","ferimen","feriment"
"ficam","ficar",11.2201936244965,"fic",0.175564050674438,"fic",1.59180116653442,"fic","fica","ficam","ficam","ficam","ficam"
"financeiros","financeiro",11.277853012085,"financeir",0.176403522491455,"financ",1.59982800483704,"fin","fina","finan","financ","finance","financei"
"geralmente","geral",11.3356232643127,"geral",0.177277088165283,"geral",1.60806584358215,"ger","gera","geral","geralm","geralme","geralmen"
"graças","graça",11.3990428447723,"grac",0.178134918212891,"grac",1.61817502975464,"gra","graç","graça","graças","graças","graças"
"inicial","inicial",11.4564688205719,"inicial",0.178952693939209,"inic",1.62506532669067,"ini","inic","inici","inicia","inicial","inicial"
"iria","ir",11.5144724845886,"iri",0.179810523986816,"iri",1.63410377502441,"iri","iria","iria","iria","iria","iria"
"juntos","juntos",11.5780048370361,"junt",0.180639266967773,"junt",1.643315076828,"jun","junt","junto","juntos","juntos","juntos"
"lago","lago",11.6358315944672,"lag",0.18145227432251,"lag",1.65177750587463,"lag","lago","lago","lago","lago","lago"
"lidar","lidar",11.6996409893036,"lid",0.182269096374512,"lid",1.65984511375427,"lid","lida","lidar","lidar","lidar","lidar"
"linhas","linho",11.7575995922089,"linh",0.183086395263672,"linh",1.66950798034668,"lin","linh","linha","linhas","linhas","linhas"
"localizada","localizar",11.8154399394989,"localiz",0.183926582336426,"local",1.67727470397949,"loc","loca","local","locali","localiz","localiza"
"mantém","manter",11.8792381286621,"mantém",0.184765100479126,"mantem",1.68565511703491,"man","mant","manté","mantém","mantém","mantém"
"manutenção","manutenção",11.9368817806244,"manutençã",0.185593128204346,"manutenc",1.69411492347717,"man","manu","manut","manute","manuten","manutenç"
"marcador","marcar",11.9949035644531,"marcador",0.186414003372192,"marc",1.70106029510498,"mar","marc","marca","marcad","marcado","marcador"
"marcar","marcar",12.058545589447,"marc",0.187226057052612,"marc",1.70935463905334,"mar","marc","marca","marcar","marcar","marcar"
"materiais","material",12.1163756847382,"materi",0.188078641891479,"mater",1.71788930892944,"mat","mate","mater","materi","materia","materiai"
"morrer","morrer",12.1740086078644,"morr",0.188978910446167,"morr",1.72582507133484,"mor","morr","morre","morrer","morrer","morrer"
"necessidades","necessidade",12.2380731105804,"necess",0.18994927406311,"necess",1.73404407501221,"nec","nece","neces","necess","necessi","necessid"
"nessa","nesse",12.295939207077,"ness",0.190895557403564,"ness",1.76033973693848,"nes","ness","nessa","nessa","nessa","nessa"
"nomes","nome",12.3599538803101,"nom",0.198442935943604,"nom",1.76974630355835,"nom","nome","nomes","nomes","nomes","nomes"
"normalmente","normal",12.4174921512604,"normal",0.199278116226196,"norm",1.77727174758911,"nor","norm","norma","normal","normalm","normalme"
"objectivo","objectivar",12.4751451015472,"object",0.200106620788574,"objec",1.78426170349121,"obj","obje","objec","object","objecti","objectiv"
"participou","participar",12.5389406681061,"particip",0.200915098190308,"particip",1.7920196056366,"par","part","parti","partic","partici","particip"
"passo","passar",12.5962264537811,"pass",0.201720237731934,"pass",1.80053329467773,"pas","pass","passo","passo","passo","passo"
"permanente","permanente",12.6538445949554,"permanent",0.202537536621094,"permanent",1.8088641166687,"per","perm","perma","perman","permane","permanen"
"portal","portal",12.7177450656891,"portal",0.203346014022827,"port",1.81610226631165,"por","port","porta","portal","portal","portal"
"preparar","parar",12.7769415378571,"prepar",0.204176902770996,"prepar",1.82397532463074,"pre","prep","prepa","prepar","prepara","preparar"
"primeiras","primeiro",12.8416862487793,"primeir",0.20502781867981,"prim",1.83258605003357,"pri","prim","prime","primei","primeir","primeira"
"procurar","curar",12.9331471920013,"procur",0.205838918685913,"procur",1.84082627296448,"pro","proc","procu","procur","procura","procurar"
"proprietário","proprietário",12.9971482753754,"proprietári",0.206661701202393,"propriet",1.84794545173645,"pro","prop","propr","propri","proprie","propriet"
"protesto","protestar",13.0650475025177,"protest",0.207478523254395,"protest",1.85610604286194,"pro","prot","prote","protes","protest","protesto"
"próprios","próprio",13.1251487731934,"própri",0.20830512046814,"propri",1.86583971977234,"pró","próp","própr","própri","próprio","próprios"
"pódio","pódio",13.1833035945892,"pódi",0.20912504196167,"podi",1.87442898750305,"pód","pódi","pódio","pódio","pódio","pódio"
"públicas","público",13.2477707862854,"públic",0.209940671920776,"public",1.8848717212677,"púb","públ","públi","públic","pública","públicas"
"reforçar","forçar",13.305193901062,"reforc",0.210757493972778,"reforc",1.89293527603149,"ref","refo","refor","reforç","reforça","reforçar"
"refugiados","refugiar",13.3626019954681,"refugi",0.211572408676147,"refugi",1.90103578567505,"ref","refu","refug","refugi","refugia","refugiad"
"relacionadas","relacionar",13.4262819290161,"relacion",0.212401628494263,"relacion",1.90990877151489,"rel","rela","relac","relaci","relacio","relacion"
"riscos","riscos",13.4832224845886,"risc",0.213225841522217,"risc",1.91902494430542,"ris","risc","risco","riscos","riscos","riscos"
"seguia","seguir",13.5414061546326,"segu",0.214042186737061,"segu",1.92776775360107,"seg","segu","segui","seguia","seguia","seguia"
